temp,humidity,pressure,wind_speed,rain_1h,disaster_type,latitude,longitude,elevation,timestamp,month,hour,vegetation,soil_type,soil_moisture,urban_rural,ocean_current
8.9,63,1006,13.6,0.0,none,75.5554,-111.1541,717,2020-10-11 18:00:00,10,18,grassland,loam,20.3,rural,cool_current
17.6,87,1018,12.3,0.0,none,41.2189,-156.7032,285,2020-10-11 19:00:00,10,19,forest,loam,44.0,rural,normal
17.7,62,1006,18.1,0.0,none,53.6139,38.6441,208,2020-10-11 20:00:00,10,20,grassland,sand,77.2,rural,normal
4.6,75,994,9.9,0.0,none,79.0891,-20.3522,1738,2020-10-11 21:00:00,10,21,forest,loam,54.3,rural,normal
14.7,78,1010,8.9,0.0,none,3.783,-5.933,831,2020-10-11 22:00:00,10,22,grassland,sand,42.1,rural,normal
11.9,75,1009,10.9,0.0,none,-20.3467,-162.0194,367,2020-10-11 23:00:00,10,23,grassland,clay,55.5,rural,normal
24.3,43,1016,12.2,0.0,none,-56.7905,71.6132,190,2020-10-12 00:00:00,10,0,urban,sand,41.1,urban,normal
12.5,58,1010,7.0,0.0,none,-2.271,97.7621,1106,2020-10-12 01:00:00,10,1,urban,loam,30.7,urban,normal
8.6,100,1009,14.2,0.0,none,32.5428,62.6126,106,2020-10-12 02:00:00,10,2,wetland,clay,76.5,rural,normal
22.8,100,1016,12.0,0.0,none,-21.9163,-105.6183,409,2020-10-12 03:00:00,10,3,wetland,clay,64.2,rural,cool_current
0.0,29,992,15.0,0.0,none,-81.6738,6.3204,2623,2020-10-12 04:00:00,10,4,grassland,silt,16.7,rural,cool_current
17.5,71,1004,8.2,0.0,none,-8.8159,-113.6301,580,2020-10-12 05:00:00,10,5,forest,loam,80.9,rural,cool_current
1.9,40,971,3.2,0.0,none,21.1103,-56.1234,4799,2020-10-12 06:00:00,10,6,grassland,sand,28.7,rural,normal
3.9,65,1007,5.5,0.0,none,89.7455,5.4459,622,2020-10-12 07:00:00,10,7,urban,loam,45.1,rural,cool_current
27.7,79,991,29.8,10.9,storm,29.467,-12.9639,531,2020-10-12 08:00:00,10,8,urban,clay,51.8,urban,normal
16.5,44,1004,15.1,0.0,none,-13.8663,-1.4337,1080,2020-10-12 09:00:00,10,9,cropland,clay,49.2,rural,normal
21.7,62,1022,10.9,0.1,none,-39.145,-118.1603,23,2020-10-12 10:00:00,10,10,grassland,silt,46.7,rural,cool_current
21.2,54,1012,9.6,0.0,none,-61.9488,136.4552,667,2020-10-12 11:00:00,10,11,urban,sand,25.4,urban,normal
30.1,58,1009,7.3,0.0,none,35.4245,53.5237,234,2020-10-12 12:00:00,10,12,cropland,clay,10.4,rural,normal
29.3,95,1013,11.1,0.0,none,5.0647,133.731,43,2020-10-12 13:00:00,10,13,wetland,clay,21.9,rural,normal
17.1,48,1012,9.4,0.0,none,-88.1044,32.8489,682,2020-10-12 14:00:00,10,14,urban,clay,23.6,rural,normal
23.6,74,1010,20.9,0.0,none,7.0978,45.3252,198,2020-10-12 15:00:00,10,15,wetland,clay,51.9,rural,normal
24.2,82,1020,23.5,0.0,none,74.8044,67.611,246,2020-10-12 16:00:00,10,16,cropland,sand,78.1,rural,normal
9.1,10,992,19.4,0.0,none,-54.9437,-107.5281,2152,2020-10-12 17:00:00,10,17,urban,sand,23.5,urban,cool_current
15.3,59,1006,3.7,0.0,none,83.1447,152.5173,641,2020-10-12 18:00:00,10,18,grassland,silt,80.2,rural,normal
15.6,76,1014,12.5,0.0,none,-19.4641,-98.7886,365,2020-10-12 19:00:00,10,19,grassland,silt,55.1,rural,cool_current
0.2,76,1009,6.3,0.0,none,57.2945,-86.4933,595,2020-10-12 20:00:00,10,20,forest,loam,29.1,rural,cool_current
8.3,19,983,3.7,0.0,none,-51.1345,21.2839,2738,2020-10-12 21:00:00,10,21,shrubland,sand,43.3,rural,normal
9.2,90,1008,3.6,0.0,none,73.047,11.617,803,2020-10-12 22:00:00,10,22,forest,loam,28.8,rural,cool_current
5.4,27,969,9.6,0.0,none,69.3352,-140.271,2753,2020-10-12 23:00:00,10,23,shrubland,loam,58.7,rural,cool_current
-0.2,24,986,0.9,0.0,none,-74.8055,-113.0567,2649,2020-10-13 00:00:00,10,0,shrubland,sand,32.9,rural,cool_current
20.8,100,997,9.2,0.0,none,-17.3465,21.4225,385,2020-10-13 01:00:00,10,1,wetland,clay,91.2,rural,normal
29.3,100,1017,2.4,0.0,none,9.8131,-38.1094,88,2020-10-13 02:00:00,10,2,wetland,clay,51.8,rural,normal
15.3,86,1013,13.3,1.1,none,-10.9434,-25.149,203,2020-10-13 03:00:00,10,3,grassland,clay,28.0,rural,normal
25.0,70,1013,14.5,1.1,none,22.7082,-21.9172,56,2020-10-13 04:00:00,10,4,urban,silt,25.2,urban,normal
20.3,100,1019,19.1,3.4,none,11.8913,68.6354,56,2020-10-13 05:00:00,10,5,grassland,silt,48.3,rural,normal
23.7,52,1005,7.2,0.0,none,8.5463,-72.7032,234,2020-10-13 06:00:00,10,6,grassland,silt,67.3,rural,cool_current
24.8,80,1012,19.0,0.0,none,-38.1228,-56.3043,26,2020-10-13 07:00:00,10,7,wetland,clay,54.8,rural,normal
18.6,66,1005,26.7,0.0,none,-51.7705,110.6743,445,2020-10-13 08:00:00,10,8,cropland,clay,50.4,rural,normal
16.7,44,1013,3.9,0.0,none,88.5465,-17.6595,827,2020-10-13 09:00:00,10,9,urban,sand,32.8,urban,normal
31.5,75,1004,5.6,0.0,none,-21.0262,101.9338,549,2020-10-13 10:00:00,10,10,wetland,clay,19.0,rural,normal
13.9,29,997,17.9,0.0,none,88.3728,-129.4691,1435,2020-10-13 11:00:00,10,11,shrubland,sand,31.6,rural,cool_current
22.6,72,987,29.8,0.0,storm,-1.5233,-152.447,498,2020-10-13 12:00:00,10,12,forest,silt,74.9,rural,normal
27.8,52,986,45.2,5.3,storm,-25.9723,-68.6143,447,2020-10-13 13:00:00,10,13,forest,silt,37.6,rural,normal
30.9,53,1021,22.4,0.0,none,26.5116,26.9555,127,2020-10-13 14:00:00,10,14,grassland,silt,75.5,rural,normal
23.4,44,1018,9.5,0.0,none,-47.8875,86.8673,338,2020-10-13 15:00:00,10,15,shrubland,loam,28.1,rural,normal
17.4,57,1013,1.5,0.0,none,27.5415,108.632,391,2020-10-13 16:00:00,10,16,grassland,loam,56.7,rural,normal
18.0,34,1018,14.8,0.0,none,81.7122,-69.3551,196,2020-10-13 17:00:00,10,17,urban,sand,49.5,urban,normal
18.2,53,1006,10.0,0.0,none,56.9563,-101.1693,861,2020-10-13 18:00:00,10,18,grassland,clay,26.2,rural,cool_current
3.8,67,1009,12.1,0.0,none,-4.4398,-7.4501,395,2020-10-13 19:00:00,10,19,urban,loam,42.8,urban,normal
9.2,68,1008,3.7,0.0,none,84.0325,18.7555,699,2020-10-13 20:00:00,10,20,cropland,loam,34.8,rural,cool_current
4.1,55,993,11.0,0.0,none,15.2266,166.8959,2402,2020-10-13 21:00:00,10,21,urban,silt,10.8,urban,normal
10.2,31,995,24.9,0.0,none,52.3234,31.5158,1933,2020-10-13 22:00:00,10,22,grassland,sand,22.4,rural,normal
12.7,60,1011,11.3,0.0,none,62.6764,-126.8365,189,2020-10-13 23:00:00,10,23,urban,loam,17.1,urban,cool_current
14.7,86,1012,13.6,0.0,none,20.9535,151.4829,105,2020-10-14 00:00:00,10,0,forest,loam,41.8,rural,normal
12.9,95,1012,14.2,0.4,none,38.0424,-73.8969,86,2020-10-14 01:00:00,10,1,wetland,clay,20.9,rural,cool_current
15.2,72,1005,21.1,0.0,none,-11.8769,-129.7055,609,2020-10-14 02:00:00,10,2,forest,loam,74.3,rural,cool_current
12.7,39,1008,18.1,0.0,none,87.2867,48.1912,1276,2020-10-14 03:00:00,10,3,grassland,sand,9.1,rural,normal
23.6,66,1005,12.1,0.0,none,-79.6634,151.0795,118,2020-10-14 04:00:00,10,4,grassland,sand,73.8,rural,normal
6.1,61,1014,14.6,0.0,none,-63.1467,114.9003,992,2020-10-14 05:00:00,10,5,shrubland,clay,65.2,rural,normal
14.2,36,1003,11.9,0.0,none,80.2071,-154.0888,667,2020-10-14 06:00:00,10,6,cropland,loam,64.5,rural,normal
24.2,60,1002,8.3,0.0,none,69.5878,160.1931,545,2020-10-14 07:00:00,10,7,cropland,loam,51.0,rural,normal
17.6,10,998,12.8,0.0,none,-69.7186,38.3446,2145,2020-10-14 08:00:00,10,8,grassland,sand,9.9,rural,normal
33.0,75,994,26.5,1.2,storm,-0.2506,167.9796,20,2020-10-14 09:00:00,10,9,grassland,silt,76.9,rural,normal
18.3,65,1007,4.3,0.0,none,-75.6601,-101.1874,290,2020-10-14 10:00:00,10,10,urban,loam,35.8,urban,cool_current
27.3,75,997,24.9,0.0,none,21.8626,-154.4131,615,2020-10-14 11:00:00,10,11,wetland,clay,48.6,rural,normal
30.4,82,1009,13.3,1.2,none,27.4228,27.7754,285,2020-10-14 12:00:00,10,12,wetland,clay,80.2,rural,normal
8.8,55,1008,21.5,0.1,none,-10.3693,93.1355,759,2020-10-14 13:00:00,10,13,urban,silt,25.0,urban,normal
27.9,78,1008,6.6,0.0,none,35.2925,-50.6087,219,2020-10-14 14:00:00,10,14,wetland,clay,50.3,rural,normal
27.6,60,996,29.5,3.8,storm,-32.4411,68.8353,229,2020-10-14 15:00:00,10,15,forest,loam,75.9,rural,normal
7.2,55,1009,12.5,0.0,none,71.3709,-88.468,931,2020-10-14 16:00:00,10,16,forest,silt,56.0,rural,cool_current
23.1,55,1003,8.2,0.0,none,60.8893,138.7173,592,2020-10-14 17:00:00,10,17,shrubland,sand,24.0,rural,normal
12.7,30,1010,12.5,0.0,none,-57.8571,-98.9274,549,2020-10-14 18:00:00,10,18,grassland,silt,27.1,rural,cool_current
9.0,69,1005,12.9,0.0,none,65.5684,55.0756,789,2020-10-14 19:00:00,10,19,cropland,sand,42.5,rural,normal
23.9,69,1019,13.3,0.0,none,-18.0071,-120.1573,308,2020-10-14 20:00:00,10,20,grassland,sand,91.9,rural,cool_current
15.3,72,1009,0.7,0.0,none,-39.4076,-17.6826,643,2020-10-14 21:00:00,10,21,forest,loam,51.4,rural,normal
4.4,30,990,10.9,0.0,none,74.3741,-37.7805,2809,2020-10-14 22:00:00,10,22,shrubland,clay,10.8,rural,normal
20.6,80,1014,5.4,0.0,none,53.6255,87.8607,99,2020-10-14 23:00:00,10,23,cropland,silt,30.4,rural,normal
25.6,92,1011,10.2,1.8,none,-4.1068,-13.9263,539,2020-10-15 00:00:00,10,0,forest,loam,44.7,rural,normal
22.5,22,1007,27.8,0.0,none,-57.8133,75.0244,1318,2020-10-15 01:00:00,10,1,urban,loam,24.7,urban,normal
17.1,36,996,17.7,0.0,none,85.0139,-142.6307,1871,2020-10-15 02:00:00,10,2,shrubland,loam,52.8,rural,cool_current
3.7,62,1004,15.6,0.0,none,41.5724,35.7837,952,2020-10-15 03:00:00,10,3,urban,silt,15.5,rural,normal
9.1,65,1019,12.2,0.0,none,3.5003,-128.9454,80,2020-10-15 04:00:00,10,4,grassland,silt,71.6,rural,cool_current
5.9,10,991,16.9,0.0,none,-89.8631,-49.0799,2533,2020-10-15 05:00:00,10,5,urban,sand,28.0,urban,normal
33.2,90,1012,17.2,3.0,none,-17.6224,-152.3222,61,2020-10-15 06:00:00,10,6,forest,loam,19.5,rural,normal
33.6,53,1008,12.9,0.0,none,38.5531,-155.0652,208,2020-10-15 07:00:00,10,7,urban,loam,5.3,urban,normal
27.1,92,1013,24.0,0.7,none,7.219,-7.875,253,2020-10-15 08:00:00,10,8,wetland,clay,56.0,rural,normal
27.6,87,1005,17.2,0.4,none,43.0841,88.2547,344,2020-10-15 09:00:00,10,9,wetland,clay,37.8,rural,normal
8.1,30,1007,9.0,0.0,none,88.9322,93.7115,1504,2020-10-15 10:00:00,10,10,urban,clay,37.3,rural,normal
24.2,52,1014,9.3,0.0,none,76.1586,-56.2587,700,2020-10-15 11:00:00,10,11,cropland,clay,27.1,rural,normal
23.5,79,983,27.0,21.3,storm,3.4425,-160.9813,318,2020-10-15 12:00:00,10,12,forest,silt,43.7,rural,normal
21.0,56,995,4.4,0.0,none,-19.1582,115.5464,2237,2020-10-15 13:00:00,10,13,urban,silt,34.5,rural,normal
26.5,51,1001,27.8,10.9,flood,-13.9672,-114.3971,261,2020-10-15 14:00:00,10,14,grassland,silt,86.7,rural,cool_current
37.9,60,1015,8.2,0.0,none,-2.273,134.5316,155,2020-10-15 15:00:00,10,15,forest,silt,59.0,rural,normal
32.4,76,997,44.5,17.1,storm,-5.6992,101.9794,89,2020-10-15 16:00:00,10,16,forest,loam,71.1,rural,normal
23.4,63,1014,34.5,0.0,wind_damage,-75.2636,21.2778,309,2020-10-15 17:00:00,10,17,urban,sand,10.3,urban,normal
26.7,92,1016,8.3,0.0,none,-25.5497,78.3803,150,2020-10-15 18:00:00,10,18,wetland,clay,43.8,rural,normal
10.1,60,1014,11.2,0.0,none,-86.4148,25.1153,114,2020-10-15 19:00:00,10,19,urban,clay,47.4,rural,normal
25.3,76,989,35.8,8.9,storm,-12.4611,155.4922,618,2020-10-15 20:00:00,10,20,urban,loam,61.6,urban,normal
15.8,82,1019,17.6,0.0,none,48.876,-164.9912,206,2020-10-15 21:00:00,10,21,shrubland,silt,47.2,rural,normal
27.2,89,1014,7.7,1.9,none,40.3684,-7.7924,81,2020-10-15 22:00:00,10,22,wetland,clay,33.3,rural,normal
16.0,56,1007,9.1,0.0,none,61.1941,-142.9441,410,2020-10-15 23:00:00,10,23,urban,clay,27.5,urban,cool_current
9.4,74,1009,6.2,0.0,none,79.9984,-94.6067,699,2020-10-16 00:00:00,10,0,forest,loam,60.6,rural,cool_current
5.9,73,1018,4.7,0.0,none,71.2898,-104.2358,792,2020-10-16 01:00:00,10,1,forest,silt,28.5,rural,cool_current
9.6,75,993,7.1,0.0,none,74.7069,-11.6846,1335,2020-10-16 02:00:00,10,2,grassland,sand,29.9,rural,normal
22.7,83,1008,24.2,0.0,none,-33.1318,30.1116,361,2020-10-16 03:00:00,10,3,grassland,clay,20.7,rural,normal
15.8,50,1008,9.4,0.0,none,2.1456,129.3803,843,2020-10-16 04:00:00,10,4,forest,loam,34.8,rural,normal
27.1,22,1000,8.7,0.0,none,-82.3054,-176.3581,1125,2020-10-16 05:00:00,10,5,grassland,loam,68.5,rural,normal
23.9,76,1009,22.5,0.0,none,7.5019,135.4439,679,2020-10-16 06:00:00,10,6,grassland,loam,82.8,rural,normal
22.3,41,1007,8.5,0.0,none,-74.9934,-94.6757,829,2020-10-16 07:00:00,10,7,urban,clay,18.0,urban,cool_current
30.7,57,1006,13.4,0.0,none,78.3983,-45.8926,201,2020-10-16 08:00:00,10,8,cropland,clay,32.2,rural,normal
23.4,28,1005,11.0,0.0,none,-58.6092,159.8515,554,2020-10-16 09:00:00,10,9,urban,loam,32.5,urban,normal
21.3,62,984,32.1,16.5,storm,37.3935,9.859,21,2020-10-16 10:00:00,10,10,urban,sand,55.1,urban,cool_current
25.6,83,1009,17.9,0.0,none,18.1679,-92.5303,471,2020-10-16 11:00:00,10,11,wetland,clay,67.1,rural,cool_current
21.1,42,1012,20.3,0.0,none,67.6838,179.638,968,2020-10-16 12:00:00,10,12,urban,silt,62.1,urban,normal
20.5,84,1018,21.1,0.0,none,-37.653,-79.1098,71,2020-10-16 13:00:00,10,13,wetland,clay,12.2,rural,cool_current
22.2,10,993,23.3,0.0,none,59.541,-140.6326,1016,2020-10-16 14:00:00,10,14,urban,clay,24.8,urban,cool_current
29.4,57,992,30.3,1.4,storm,-33.6871,-165.6538,63,2020-10-16 15:00:00,10,15,grassland,silt,63.8,rural,normal
18.2,49,1011,11.3,0.0,none,33.6083,-11.8008,558,2020-10-16 16:00:00,10,16,urban,silt,46.0,rural,normal
27.7,78,1010,18.4,0.0,none,16.1325,-64.4634,96,2020-10-16 17:00:00,10,17,grassland,clay,25.4,rural,normal
11.4,55,1003,2.0,0.0,none,-57.9099,-49.3122,677,2020-10-16 18:00:00,10,18,grassland,silt,59.1,rural,normal
11.6,60,1002,13.1,0.0,none,54.978,-152.4003,793,2020-10-16 19:00:00,10,19,forest,loam,26.6,rural,normal
24.0,70,1012,23.9,1.7,none,27.9982,149.3977,4,2020-10-16 20:00:00,10,20,urban,silt,32.1,urban,normal
14.0,70,1012,0.7,1.7,none,-16.417,6.6079,333,2020-10-16 21:00:00,10,21,urban,loam,34.6,urban,cool_current
17.2,27,1014,5.7,0.0,none,-50.0252,-84.3113,1053,2020-10-16 22:00:00,10,22,shrubland,loam,28.9,rural,cool_current
19.6,76,1002,13.5,0.0,none,-76.7849,113.6871,291,2020-10-16 23:00:00,10,23,cropland,sand,18.0,rural,normal
23.5,100,1013,13.1,0.2,none,43.2656,-36.2708,184,2020-10-17 00:00:00,10,0,wetland,clay,54.3,rural,normal
11.1,87,1015,9.5,1.3,none,-16.3626,21.5858,655,2020-10-17 01:00:00,10,1,forest,silt,34.9,rural,normal
21.1,33,1005,11.7,0.0,none,42.1109,90.2887,1061,2020-10-17 02:00:00,10,2,grassland,clay,14.5,rural,normal
17.2,26,1001,24.9,0.0,none,-74.4541,-21.4145,1773,2020-10-17 03:00:00,10,3,urban,clay,26.7,urban,normal
15.0,91,1005,6.5,0.0,none,-7.447,-121.9775,874,2020-10-17 04:00:00,10,4,urban,silt,33.6,urban,cool_current
2.7,70,984,8.3,0.0,none,-72.6903,-35.2508,2131,2020-10-17 05:00:00,10,5,cropland,clay,54.5,rural,normal
18.2,55,1004,10.5,0.0,none,49.1754,173.1264,1008,2020-10-17 06:00:00,10,6,forest,silt,15.8,rural,normal
32.5,60,1015,9.2,0.8,none,-11.7394,-172.5447,120,2020-10-17 07:00:00,10,7,grassland,clay,54.6,rural,normal
6.4,12,986,7.1,0.0,none,-74.1848,136.8109,2537,2020-10-17 08:00:00,10,8,shrubland,loam,23.4,rural,normal
4.9,52,998,1.2,0.0,none,-59.6418,-58.7529,993,2020-10-17 09:00:00,10,9,urban,clay,46.2,urban,normal
16.4,57,1003,31.2,0.0,none,-64.0417,110.6271,1346,2020-10-17 10:00:00,10,10,forest,loam,11.0,rural,normal
25.1,35,1014,18.3,0.0,none,-49.3492,-63.7598,41,2020-10-17 11:00:00,10,11,urban,silt,22.8,rural,normal
28.4,94,1014,17.3,0.1,none,2.6633,-38.4599,357,2020-10-17 12:00:00,10,12,wetland,clay,51.4,rural,normal
30.1,84,1010,15.1,0.0,none,4.9079,-22.8501,327,2020-10-17 13:00:00,10,13,wetland,clay,41.7,rural,normal
6.6,45,1005,2.7,0.0,none,64.3885,-110.5983,833,2020-10-17 14:00:00,10,14,forest,loam,65.5,rural,cool_current
22.2,66,1016,16.9,0.0,none,-39.4654,-153.0389,485,2020-10-17 15:00:00,10,15,cropland,loam,77.1,rural,normal
36.6,68,1005,8.7,0.7,none,-40.6995,149.4607,173,2020-10-17 16:00:00,10,16,grassland,silt,28.9,rural,normal
30.6,90,989,31.7,5.5,storm,-33.7944,-36.7348,23,2020-10-17 17:00:00,10,17,forest,loam,51.1,rural,normal
25.2,97,1014,13.1,0.0,none,-0.3964,168.1428,47,2020-10-17 18:00:00,10,18,grassland,loam,53.4,rural,normal
12.8,88,1015,4.2,0.0,none,-80.6815,-102.4879,174,2020-10-17 19:00:00,10,19,grassland,loam,50.0,rural,cool_current
17.4,17,1005,3.5,0.0,none,-68.081,-85.4,1404,2020-10-17 20:00:00,10,20,shrubland,loam,15.9,rural,cool_current
9.0,60,998,13.2,0.0,none,45.5133,-160.6295,1139,2020-10-17 21:00:00,10,21,urban,loam,30.5,rural,normal
9.6,68,1017,6.3,0.0,none,30.7277,-34.0264,642,2020-10-17 22:00:00,10,22,urban,sand,34.9,urban,normal
5.6,10,986,5.6,0.0,none,77.3973,-149.4825,2826,2020-10-17 23:00:00,10,23,shrubland,clay,57.6,rural,cool_current
24.9,35,1001,3.8,0.0,none,75.0191,139.4075,1523,2020-10-18 00:00:00,10,0,grassland,loam,18.3,rural,normal
-1.3,20,979,8.6,0.0,none,-46.0296,-108.7919,2945,2020-10-18 01:00:00,10,1,shrubland,silt,26.0,rural,cool_current
2.5,82,992,28.7,8.0,storm,37.3009,73.2516,125,2020-10-18 02:00:00,10,2,grassland,loam,5.9,rural,normal
24.0,10,1009,10.8,0.0,none,86.964,-1.3845,1409,2020-10-18 03:00:00,10,3,urban,clay,15.0,urban,normal
8.5,62,1014,12.1,0.0,none,-78.023,169.738,74,2020-10-18 04:00:00,10,4,cropland,silt,28.7,rural,normal
2.0,76,1006,8.6,0.0,none,-29.391,-142.8737,568,2020-10-18 05:00:00,10,5,grassland,loam,39.2,rural,cool_current
14.0,10,981,13.9,0.0,none,68.1554,-156.6836,2767,2020-10-18 06:00:00,10,6,grassland,sand,23.4,rural,normal
14.4,43,1004,9.3,0.0,none,-29.527,21.988,573,2020-10-18 07:00:00,10,7,grassland,clay,23.9,rural,normal
21.1,55,1011,2.9,0.0,none,80.0141,177.3463,239,2020-10-18 08:00:00,10,8,forest,silt,26.2,rural,normal
17.9,36,995,14.4,0.0,none,-70.4004,-81.4078,1137,2020-10-18 09:00:00,10,9,forest,silt,39.5,rural,cool_current
26.8,10,1010,2.7,0.0,none,57.9141,79.542,626,2020-10-18 10:00:00,10,10,grassland,silt,35.0,rural,normal
12.7,21,1000,21.1,0.0,none,-60.7834,-36.4292,1566,2020-10-18 11:00:00,10,11,shrubland,sand,31.1,rural,normal
33.5,72,1015,7.5,0.0,none,-17.6837,-20.0114,253,2020-10-18 12:00:00,10,12,grassland,clay,68.0,rural,normal
9.1,62,1002,28.1,0.0,none,84.3893,-47.5549,722,2020-10-18 13:00:00,10,13,cropland,clay,4.9,rural,normal
32.5,12,998,7.5,0.0,none,-80.9861,-154.8101,659,2020-10-18 14:00:00,10,14,grassland,silt,48.8,rural,normal
17.6,40,1013,25.6,0.0,none,17.1062,129.0192,603,2020-10-18 15:00:00,10,15,urban,silt,42.8,urban,normal
25.8,74,999,26.0,6.1,storm,6.7869,-160.8369,136,2020-10-18 16:00:00,10,16,forest,loam,9.9,rural,normal
19.4,50,1005,14.6,0.0,none,-14.5847,5.0106,769,2020-10-18 17:00:00,10,17,forest,loam,31.8,rural,cool_current
18.0,90,1018,10.4,0.1,none,17.7732,-51.8218,56,2020-10-18 18:00:00,10,18,wetland,clay,24.4,rural,normal
1.3,73,998,10.6,0.0,none,77.2971,31.1666,1616,2020-10-18 19:00:00,10,19,grassland,sand,29.1,rural,normal
8.4,59,999,5.8,0.0,none,-18.8096,-179.3194,1087,2020-10-18 20:00:00,10,20,grassland,clay,46.6,rural,normal
13.1,24,1000,14.5,0.0,none,56.9397,-94.4119,1470,2020-10-18 21:00:00,10,21,shrubland,clay,26.7,rural,cool_current
12.5,18,1004,10.7,0.0,none,50.4944,163.8536,1411,2020-10-18 22:00:00,10,22,grassland,loam,18.2,rural,normal
11.7,68,1005,14.0,0.0,none,66.9654,-179.7293,687,2020-10-18 23:00:00,10,23,urban,loam,30.8,rural,normal
19.5,46,1002,4.7,0.0,none,68.0767,42.3826,1118,2020-10-19 00:00:00,10,0,grassland,clay,40.8,rural,normal
20.0,54,1004,3.7,0.0,none,2.2142,76.9893,1315,2020-10-19 01:00:00,10,1,urban,sand,50.4,urban,normal
4.0,61,1016,8.5,0.0,none,-46.8719,-142.2573,924,2020-10-19 02:00:00,10,2,urban,clay,59.6,urban,cool_current
19.8,34,996,11.3,0.0,none,86.9384,96.7017,946,2020-10-19 03:00:00,10,3,grassland,loam,44.9,rural,normal
-3.3,68,1001,22.7,0.0,none,-63.1915,-87.6991,1047,2020-10-19 04:00:00,10,4,forest,silt,12.1,rural,cool_current
-4.4,60,1008,13.1,0.0,none,18.8633,-143.9619,827,2020-10-19 05:00:00,10,5,cropland,clay,66.5,rural,cool_current
20.2,48,1007,13.9,0.0,none,-84.7253,-0.9703,397,2020-10-19 06:00:00,10,6,forest,silt,41.3,rural,normal
26.9,69,1003,12.3,0.0,none,-88.269,160.263,647,2020-10-19 07:00:00,10,7,urban,silt,22.6,rural,normal
16.1,75,1019,11.7,0.0,none,-71.7159,115.7117,233,2020-10-19 08:00:00,10,8,shrubland,clay,10.3,rural,normal
7.8,78,1005,11.4,0.0,none,-17.4734,2.51,1802,2020-10-19 09:00:00,10,9,forest,silt,46.2,rural,normal
25.4,72,1000,26.8,19.0,storm,4.2359,-95.9029,683,2020-10-19 10:00:00,10,10,urban,loam,14.3,urban,cool_current
23.6,12,999,6.6,0.0,none,-81.6065,-163.4068,1305,2020-10-19 11:00:00,10,11,grassland,silt,43.1,rural,normal
29.0,28,994,21.0,0.0,none,-53.8359,121.1543,967,2020-10-19 12:00:00,10,12,shrubland,silt,50.5,rural,normal
27.0,57,1017,9.9,0.0,none,4.8783,160.2182,441,2020-10-19 13:00:00,10,13,cropland,clay,30.6,rural,normal
28.8,63,1007,1.2,0.2,none,19.0211,64.1017,40,2020-10-19 14:00:00,10,14,urban,silt,24.0,urban,normal
30.2,80,1016,23.4,0.0,none,-20.388,-19.0163,156,2020-10-19 15:00:00,10,15,wetland,clay,67.8,rural,normal
15.5,50,1007,4.6,0.0,none,-53.9245,-155.8327,1200,2020-10-19 16:00:00,10,16,shrubland,loam,21.9,rural,normal
24.9,84,1005,12.0,0.0,none,26.1451,43.3515,211,2020-10-19 17:00:00,10,17,forest,loam,74.9,rural,normal
16.7,50,1010,10.4,0.0,none,29.4666,-44.1508,348,2020-10-19 18:00:00,10,18,forest,silt,83.0,rural,normal
6.6,10,989,16.5,0.0,none,87.4761,-15.4665,2960,2020-10-19 19:00:00,10,19,urban,sand,24.2,urban,normal
23.1,60,1025,8.6,0.0,none,-53.7021,73.5275,102,2020-10-19 20:00:00,10,20,grassland,loam,36.6,rural,normal
11.7,72,1015,8.0,0.0,none,54.1507,-39.1772,122,2020-10-19 21:00:00,10,21,cropland,silt,42.3,rural,normal
23.7,69,989,30.4,3.4,storm,3.7288,172.3273,435,2020-10-19 22:00:00,10,22,forest,silt,47.1,rural,normal
3.9,56,991,7.5,0.0,none,-37.3387,86.9308,1813,2020-10-19 23:00:00,10,23,shrubland,clay,17.5,rural,normal
16.2,23,999,11.2,0.0,none,49.5152,72.1838,1972,2020-10-20 00:00:00,10,0,shrubland,loam,33.3,rural,normal
22.4,58,1011,11.0,0.0,none,-1.0414,-8.9527,407,2020-10-20 01:00:00,10,1,urban,sand,13.8,urban,normal
4.6,33,998,7.1,0.0,none,72.0123,-120.7841,1261,2020-10-20 02:00:00,10,2,shrubland,sand,25.6,rural,cool_current
7.0,39,991,14.0,0.0,none,-68.0547,-55.976,2253,2020-10-20 03:00:00,10,3,grassland,sand,37.1,rural,normal
21.5,88,1012,13.1,0.0,none,-14.7233,-158.8656,581,2020-10-20 04:00:00,10,4,forest,silt,74.2,rural,normal
20.4,93,989,27.6,1.7,storm,-2.0926,-126.4557,191,2020-10-20 05:00:00,10,5,grassland,clay,84.5,rural,cool_current
11.1,56,1013,15.6,0.0,none,-25.0588,38.3407,620,2020-10-20 06:00:00,10,6,cropland,silt,59.2,rural,normal
11.8,34,1008,25.9,0.0,none,85.5126,24.8039,1008,2020-10-20 07:00:00,10,7,shrubland,loam,58.9,rural,normal
28.5,57,1009,5.8,0.0,none,-53.2043,53.4019,765,2020-10-20 08:00:00,10,8,shrubland,sand,30.9,rural,normal
29.0,61,1013,24.0,0.0,none,31.3175,76.7601,344,2020-10-20 09:00:00,10,9,forest,loam,27.3,rural,normal
24.8,10,996,23.2,0.0,none,-78.5471,46.3364,1896,2020-10-20 10:00:00,10,10,urban,loam,14.5,urban,normal
17.1,10,993,22.5,0.0,none,52.0104,-136.8381,2931,2020-10-20 11:00:00,10,11,shrubland,sand,28.8,rural,cool_current
